Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.1', 53150), Time: 2020-04-11 00:06:36.401537
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.2', 54702), Time: 2020-04-11 00:06:37.466989
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.3', 35374), Time: 2020-04-11 00:06:38.498932
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.4', 37828), Time: 2020-04-11 00:06:39.522399
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.5', 53336), Time: 2020-04-11 00:06:40.544316
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.6', 36328), Time: 2020-04-11 00:06:41.565414
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.7', 45738), Time: 2020-04-11 00:06:42.593138
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.8', 36536), Time: 2020-04-11 00:06:43.615717
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.9', 32810), Time: 2020-04-11 00:06:44.641806
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.10', 52110), Time: 2020-04-11 00:06:45.643792
Receiver: 10.0.0.1, MSG: 1, Addr: ('10.0.0.11', 45004), Time: 2020-04-11 00:06:46.678399
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.2', 56702), Time: 2020-04-11 00:06:48.691174
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.3', 58072), Time: 2020-04-11 00:06:49.704084
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.4', 35394), Time: 2020-04-11 00:06:50.719863
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.5', 47070), Time: 2020-04-11 00:06:51.718609
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.6', 52524), Time: 2020-04-11 00:06:52.739047
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.7', 52474), Time: 2020-04-11 00:06:53.750519
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.8', 52104), Time: 2020-04-11 00:06:54.748877
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.9', 36646), Time: 2020-04-11 00:06:55.765387
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.10', 57652), Time: 2020-04-11 00:06:56.783059
Receiver: 10.0.0.2, MSG: 1, Addr: ('10.0.0.11', 33626), Time: 2020-04-11 00:06:57.798577
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.2', 52052), Time: 2020-04-11 00:06:59.843416
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.3', 54182), Time: 2020-04-11 00:07:00.864944
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.4', 39578), Time: 2020-04-11 00:07:01.898040
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.5', 50844), Time: 2020-04-11 00:07:02.901736
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.6', 60790), Time: 2020-04-11 00:07:03.908853
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.7', 34546), Time: 2020-04-11 00:07:04.934955
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.8', 50456), Time: 2020-04-11 00:07:05.924878
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.12', 57352), Time: 2020-04-11 00:07:06.379358
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.13', 43998), Time: 2020-04-11 00:07:06.409253
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.9', 51458), Time: 2020-04-11 00:07:06.944998
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.14', 33838), Time: 2020-04-11 00:07:07.406121
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.15', 57160), Time: 2020-04-11 00:07:07.439303
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.10', 44364), Time: 2020-04-11 00:07:07.970756
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.16', 34212), Time: 2020-04-11 00:07:08.406065
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.17', 54116), Time: 2020-04-11 00:07:08.442709
Receiver: 10.0.0.3, MSG: 1, Addr: ('10.0.0.11', 32888), Time: 2020-04-11 00:07:08.989985
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.18', 40942), Time: 2020-04-11 00:07:09.430694
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.19', 60996), Time: 2020-04-11 00:07:09.510648
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.1', 42938), Time: 2020-04-11 00:07:10.024365
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.20', 38942), Time: 2020-04-11 00:07:10.509626
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.21', 45928), Time: 2020-04-11 00:07:10.549200
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.2', 58922), Time: 2020-04-11 00:07:11.040109
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.22', 58184), Time: 2020-04-11 00:07:11.510575
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.23', 54552), Time: 2020-04-11 00:07:11.553605
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.3', 41788), Time: 2020-04-11 00:07:12.038333
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.24', 59446), Time: 2020-04-11 00:07:12.550928
Receiver: 10.0.0.12, MSG: 1, Addr: ('10.0.0.25', 43288), Time: 2020-04-11 00:07:12.582313
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.4', 45870), Time: 2020-04-11 00:07:13.048974
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.13', 54018), Time: 2020-04-11 00:07:13.617531
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.5', 44406), Time: 2020-04-11 00:07:14.086092
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.14', 58596), Time: 2020-04-11 00:07:14.604908
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.15', 39256), Time: 2020-04-11 00:07:14.633984
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.6', 38330), Time: 2020-04-11 00:07:15.079243
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.16', 47926), Time: 2020-04-11 00:07:15.624370
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.17', 49206), Time: 2020-04-11 00:07:15.666004
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.7', 44562), Time: 2020-04-11 00:07:16.084387
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.18', 50926), Time: 2020-04-11 00:07:16.643749
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.19', 57034), Time: 2020-04-11 00:07:16.699894
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.8', 34148), Time: 2020-04-11 00:07:17.107114
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.20', 38498), Time: 2020-04-11 00:07:17.698833
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.21', 60052), Time: 2020-04-11 00:07:17.742005
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.9', 42730), Time: 2020-04-11 00:07:18.128978
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.22', 59266), Time: 2020-04-11 00:07:18.733649
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.23', 49356), Time: 2020-04-11 00:07:18.770523
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.10', 48958), Time: 2020-04-11 00:07:19.142630
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.24', 50298), Time: 2020-04-11 00:07:19.740435
Receiver: 10.0.0.13, MSG: 1, Addr: ('10.0.0.25', 59042), Time: 2020-04-11 00:07:19.774620
Receiver: 10.0.0.4, MSG: 1, Addr: ('10.0.0.11', 48710), Time: 2020-04-11 00:07:20.194423
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.13', 38554), Time: 2020-04-11 00:07:20.804145
Receiver: 10.0.0.5, MSG: 1, Addr: ('10.0.0.1', 37246), Time: 2020-04-11 00:07:21.216258
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.14', 40160), Time: 2020-04-11 00:07:21.752389
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.15', 51832), Time: 2020-04-11 00:07:21.780136
Receiver: 10.0.0.5, MSG: 1, Addr: ('10.0.0.2', 52344), Time: 2020-04-11 00:07:22.206160
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.16', 53514), Time: 2020-04-11 00:07:22.737374
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.17', 55744), Time: 2020-04-11 00:07:22.772110
Receiver: 10.0.0.5, MSG: 1, Addr: ('10.0.0.3', 35938), Time: 2020-04-11 00:07:23.217799
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.18', 37366), Time: 2020-04-11 00:07:23.746074
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.19', 36712), Time: 2020-04-11 00:07:23.778971
Receiver: 10.0.0.5, MSG: 1, Addr: ('10.0.0.4', 50724), Time: 2020-04-11 00:07:24.200821
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.20', 54432), Time: 2020-04-11 00:07:24.738770
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.21', 53086), Time: 2020-04-11 00:07:24.772044
Receiver: 10.0.0.5, MSG: 1, Addr: ('10.0.0.5', 33212), Time: 2020-04-11 00:07:25.181431
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.22', 43462), Time: 2020-04-11 00:07:25.729801
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.23', 36022), Time: 2020-04-11 00:07:25.766743
Receiver: 10.0.0.5, MSG: 1, Addr: ('10.0.0.6', 43748), Time: 2020-04-11 00:07:26.170728
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.24', 38620), Time: 2020-04-11 00:07:26.763174
Receiver: 10.0.0.14, MSG: 1, Addr: ('10.0.0.25', 57416), Time: 2020-04-11 00:07:26.917977
Receiver: 10.0.0.5, MSG: 1, Addr: ('10.0.0.7', 41796), Time: 2020-04-11 00:07:27.190307
Receiver: 10.0.0.15, MSG: 1, Addr: ('10.0.0.12', 33182), Time: 2020-04-11 00:07:27.919095
Receiver: 10.0.0.15, MSG: 1, Addr: ('10.0.0.13', 33940), Time: 2020-04-11 00:07:27.950194
Receiver: 10.0.0.5, MSG: 1, Addr: ('10.0.0.8', 41862), Time: 2020-04-11 00:07:28.199656
